PostID,Date,Platform,ContentType,Campaign,PostHour,Impressions,Reach,Engagements,Likes,Comments,Shares,Clicks,Saves,VideoViews,FollowersGained,AdSpend,TargetAudience,PostCaption,HashtagCount,MediaCount,IsSponsored,InfluencerID,SentimentScore,CTR,EngagementRate,CostPerEngagement,ReachRate,ClickThroughRate,VideoViewRate,SaveRate,FollowerGrowthRate,ROI
POST_00089,2026-06-06,YouTube,Carousel,Flash Sale March,5.0,35215.0,9162.0,3826.0,1143.0,6.0,190.0,1663.0,457.0,1046.0,150.0,193.2088559624773,55+,Sample post caption 89,2.0,7.0,False,,-0.48,0.1277,10.86,0.0505,26.02,4.72,2.97,1.3,1.64,330.36
POST_00090,2024-04-13,Twitter,Image ,Video Series 2025,22.0,47611.0,26149.0,4409.0,1027.0,141.0,264.0,363.0,283.0,14956.0,-37.0,317.2463811431914,18-24,Sample post caption 90,7.0,2.0,False,INF_021,-0.89,0.1374,9.26,0.072,54.92,0.76,31.41,0.59,-0.14,-42.79
POST_00091,2025-01-24,Facebook,Image,Video Series 2025,20.0,36576.0,7292.0,3688.0,1655.0,124.0,683.0,1175.0,485.0,5382.0,281.0,260.65472594057286,55+,Sample post caption 91,14.0,8.0,False,,-0.6,0.0692,10.08,0.0707,19.94,3.21,14.71,1.33,3.85,125.39
POST_00092,2024-10-11,TikTok,Image,Retargeting Campaign,0.0,29146.0,9991.0,4725.0,2946.0,89.0,557.0,1947.0,110.0,21828.0,-15.0,464.307450441342,35-44,Sample post caption 92,4.0,2.0,False,,0.3,0.0227,16.21,0.0983,34.28,6.68,74.89,0.38,-0.15,109.67
POST_00093,2025-04-09,TikTok,Story,Flash Sale March,2.0,22860.0,22565.0,3731.0,540.0,401.0,142.0,1448.0,349.0,15007.0,113.0,282.31032784365794,18-24,Sample post caption 93,7.0,4.0,False,,0.14,0.0334,16.32,0.0757,98.71,6.33,65.65,1.53,0.5,156.46
POST_00094,2025-10-12,Twitter,Image,Paid Ads Q2,2.0,10214.0,20051.0,683.0,498.0,310.0,245.0,657.0,332.0,20187.0,-6.0,428.5185161211538,45-54,Sample post caption 94,9.0,2.0,True,,-0.86,0.0457,6.69,0.6274,196.31,6.43,197.64,3.25,-0.03,-23.34
POST_00095,2026-05-04,TikTok,Image,Product Launch Alpha,13.0,737.0,2750.0,1288.0,510.0,370.0,215.0,1584.0,79.0,20139.0,93.0,,25-34,Sample post caption 95,3.0,9.0,False,,0.12,0.0375,174.76,0.0304,373.13,214.93,2732.56,10.72,3.38,1925.48
POST_00096,2025-01-08,Twitter,Video,New Year Promo,19.0,38734.0,17439.0,4842.0,683.0,439.0,436.0,1492.0,385.0,20866.0,-40.0,427.95098171019674,25-34,Sample post caption 96,3.0,4.0,False,,-0.22,0.1451,12.5,0.0884,45.02,3.85,53.87,0.99,-0.23,74.32
POST_00097,2024-06-15,Twitter,Story,Organic Growth,21.0,23277.0,18135.0,911.0,2615.0,215.0,687.0,1433.0,403.0,2169.0,272.0,98.85657588482893,35-44,Sample post caption 97,12.0,5.0,False,INF_092,-0.97,0.0234,3.91,0.1085,77.91,6.16,9.32,1.73,1.5,624.79
POST_00098,2025-01-14,Instagram,Video,Product Launch Alpha,4.0,35876.0,19736.0,272.0,783.0,440.0,475.0,514.0,327.0,5419.0,295.0,181.27734784506043,25-34,Sample post caption 98,5.0,9.0,False,,0.82,0.1029,0.76,0.6665,55.01,1.43,15.1,0.91,1.49,41.77
POST_00099,2024-12-29,Facebook,Video,Holiday Campaign 2024,16.0,23700.0,25429.0,3108.0,762.0,122.0,383.0,1274.0,293.0,562.0,161.0,159.9433173794278,45-54,Sample post caption 99,9.0,2.0,False,,-0.48,0.0767,13.11,0.0515,107.3,5.38,2.37,1.24,0.63,298.27
POST_00100,2024-08-02,Facebook,Image,Influencer Collab,14.0,16351.0,13389.0,4911.0,130.0,371.0,656.0,1100.0,493.0,6460.0,62.0,168.64076385644066,55+,Sample post caption 100,10.0,4.0,False,,0.11,0.0051,30.03,0.0343,81.88,6.73,39.51,3.02,0.46,226.14
POST_00101,2025-11-17,Facebook,Video,,5.0,26909.0,15884.0,1205.0,1295.0,185.0,546.0,1445.0,183.0,5938.0,295.0,459.34055092859563,25-34,Sample post caption 101,13.0,6.0,True,,0.18,0.0317,4.48,0.3812,59.03,5.37,22.07,0.68,1.86,57.29
POST_00102,2024-09-30,LinkedIn,Carousel,Paid Ads Q2,13.0,23856.0,19800.0,1121.0,2196.0,370.0,414.0,731.0,211.0,20384.0,294.0,220.7968612568456,45-54,Sample post caption 102,13.0,1.0,True,,-0.0,0.14,4.7,0.197,83.0,3.06,85.45,0.88,1.48,65.54
POST_00103,2025-12-19,Instagram,Carousel,Holiday Campaign 2024,13.0,38468.0,11134.0,903.0,2549.0,152.0,131.0,909.0,250.0,8211.0,-40.0,133.98411510319136,18-24,Sample post caption 103,14.0,1.0,True,,-0.52,0.1225,2.35,0.1484,28.94,2.36,21.35,0.65,-0.36,239.22
POST_00104,2025-11-30,Twitter,Video,Product Launch Alpha,16.0,11749.0,28124.0,2795.0,968.0,248.0,397.0,1408.0,166.0,21021.0,285.0,147.2010015982967,45-54,Sample post caption 104,4.0,7.0,False,INF_052,-0.19,0.0879,23.79,0.0527,239.37,11.98,178.92,1.41,1.01,378.26
POST_00105,2025-10-25,YouTube,Video,Spring Collection,7.0,11466.0,29593.0,2649.0,562.0,113.0,506.0,1883.0,542.0,20344.0,289.0,401.6682269437835,35-44,Sample post caption 105,4.0,6.0,False,,-0.42,0.0115,23.1,0.1516,258.09,16.42,177.43,4.73,0.98,134.4
POST_00106,2024-03-14,Instagram,Image,New Year Promo,7.0,11980.0,3212.0,1063.0,1225.0,95.0,152.0,1402.0,161.0,9515.0,115.0,269.5571511134703,45-54,Sample post caption 106,8.0,4.0,False,,-0.13,0.0208,8.87,0.2536,26.81,11.7,79.42,1.34,3.58,160.06
POST_00107,2025-09-15,Instagram,Video,Spring Collection,18.0,17883.0,8356.0,692.0,926.0,197.0,559.0,1251.0,272.0,3541.0,207.0,224.74855953828353,25-34,Sample post caption 107,5.0,5.0,True,,-0.83,0.1096,3.87,0.3248,46.73,7.0,19.8,1.52,2.48,178.31
POST_00108,2025-10-12,TikTok,Image,Holiday Campaign 2024,8.0,22326.0,27955.0,792.0,1630.0,335.0,167.0,117.0,535.0,3157.0,3.0,463.40694284005986,55+,Sample post caption 108,13.0,5.0,False,INF_014,-0.67,0.1136,3.55,0.5851,125.21,0.52,14.14,2.4,0.01,-87.38
POST_00109,2024-06-24,Instagram,Text,Flash Sale March,10.0,41309.0,29094.0,4499.0,2453.0,2.0,689.0,1009.0,418.0,22245.0,42.0,465.0038503121163,45-54,Sample post caption 109,14.0,9.0,True,,-0.72,0.1437,10.89,0.1034,70.43,2.44,53.85,1.01,0.14,8.49
POST_00110,2025-06-30,Facebook,Reel,Holiday Campaign 2024,12.0,5420.0,13187.0,2649.0,2392.0,148.0,774.0,1290.0,406.0,11932.0,212.0,378.0591216826118,35-44,Sample post caption 110,2.0,5.0,False,INF_002,0.19,0.0308,48.87,0.1427,243.3,23.8,220.15,7.49,1.61,70.61
POST_00111,2026-01-16,Instagram,Live,Brand Awareness Q1,12.0,8827.0,2187.0,2169.0,1074.0,415.0,606.0,1258.0,391.0,6548.0,245.0,259.0032569872821,18-24,Sample post caption 111,10.0,2.0,False,INF_100,0.31,0.0974,24.57,0.1194,24.78,14.25,74.18,4.43,11.2,142.85
POST_00112,2024-09-07,Facebook,Story,User Generated Content,23.0,11824.0,21286.0,4462.0,543.0,385.0,229.0,1191.0,437.0,23505.0,-6.0,58.30582003204188,35-44,Sample post caption 112,3.0,7.0,False,,0.83,0.0646,37.74,0.0131,180.02,10.07,198.79,3.7,-0.03,921.34
POST_00113,2024-06-16,YouTube,Carousel,Paid Ads Q2,18.0,39311.0,16464.0,208.0,1202.0,110.0,702.0,771.0,86.0,6836.0,166.0,353.97491747319515,18-24,Sample post caption 113,8.0,9.0,False,INF_052,-0.48,0.0171,0.53,1.7018,41.88,1.96,17.39,0.22,1.01,8.91
POST_00114,2025-04-18,TikTok,Text,Retargeting Campaign,20.0,20033.0,5998.0,3222.0,513.0,19.0,403.0,929.0,404.0,23690.0,138.0,407.5561655787969,45-54,Sample post caption 114,5.0,7.0,False,,-0.21,0.0504,16.08,0.1265,29.94,4.64,118.25,2.02,2.3,13.97
POST_00017,2025-01-23,LinkedIn,Video,,18.0,13494.0,14743.0,2496.0,2069.0,202.0,143.0,1728.0,274.0,7177.0,56.0,426.0208336782214,55+,Sample post caption 115,10.0,8.0,True,,0.24,0.0551,18.5,0.1707,109.26,12.81,53.19,2.03,0.38,102.81
POST_00116,2024-10-03,YouTube,Carousel,Back to School,4.0,39820.0,16149.0,4827.0,2545.0,370.0,675.0,695.0,414.0,1314.0,239.0,290.9326375096765,35-44,Sample post caption 116,13.0,3.0,True,,0.94,0.068,12.12,0.0603,40.55,1.75,3.3,1.04,1.48,19.44
POST_00117,2026-08-05,TikTok,Video,Brand Awareness Q1,15.0,41517.0,16260.0,2043.0,357.0,,530.0,521.0,561.0,18810.0,-43.0,308.4195454582962,55+,Sample post caption 117,7.0,9.0,False,,-0.22,0.044,4.92,0.151,39.16,1.25,45.31,1.35,-0.26,-15.54
POST_00118,2025-10-17,Facebook,Video,Product Launch Alpha,8.0,19222.0,18239.0,3373.0,2609.0,181.0,67.0,336.0,326.0,17323.0,-19.0,354.6454707952579,45-54,Sample post caption 118,10.0,7.0,False,,-0.42,0.0829,17.55,0.1051,94.89,1.75,90.12,1.7,-0.1,-52.63
POST_00119,2025-12-05,YouTube,Text,Summer Sale 2024,19.0,36237.0,22847.0,3563.0,347.0,330.0,97.0,1350.0,111.0,8429.0,117.0,436.964437365922,55+,Sample post caption 119,6.0,4.0,False,,-0.22,0.091,9.83,0.1226,63.05,3.73,23.26,0.31,0.51,54.47
POST_00120,2025-07-24,Twitter,Video,Spring Collection,21.0,31537.0,3619.0,4062.0,1086.0,226.0,6.0,1382.0,301.0,8376.0,280.0,22.71195414013111,55+,Sample post caption 120,11.0,7.0,True,INF_009,-0.38,0.0619,12.88,0.0056,11.48,4.38,26.56,0.95,7.74,2942.45
POST_00121,2024-12-08,TikTok,Video,Influencer Collab,2.0,20619.0,26062.0,4867.0,2738.0,291.0,176.0,447.0,135.0,18214.0,-14.0,281.610972803439,35-44,Sample post caption 121,0.0,3.0,False,INF_083,-0.83,0.056,23.6,0.0579,126.4,2.17,88.34,0.65,-0.05,-20.64
POST_00122,2025-12-02,YouTube,Reel,Brand Awareness Q1,18.0,8083.0,13027.0,1231.0,1793.0,357.0,205.0,652.0,332.0,7887.0,180.0,184.54809878623996,45-54,Sample post caption 122,0.0,7.0,True,,-0.31,0.0983,15.23,0.1499,161.17,8.07,97.58,4.11,1.38,76.65
POST_00123,2024-11-28,Instagram,Image,Organic Growth,4.0,44756.0,21744.0,4495.0,2279.0,75.0,298.0,1557.0,2.0,1785.0,132.0,416.5796138034157,55+,Sample post caption 123,9.0,3.0,False,INF_043,0.17,0.0081,10.04,0.0927,48.58,3.48,3.99,0.0,0.61,86.88
POST_00124,2026-05-13,Facebook,Video,New Year Promo,7.0,5735.0,11670.0,4348.0,149.0,316.0,799.0,1847.0,161.0,9640.0,241.0,66.90557080678255,18-24,Sample post caption 124,13.0,2.0,False,INF_060,-0.63,0.13,75.82,0.0154,203.49,32.21,168.09,2.81,2.07,1280.3
POST_00125,2026-02-25,Instagram,Reel,Spring Collection,13.0,36937.0,506.0,3516.0,2382.0,315.0,228.0,889.0,511.0,8029.0,195.0,454.85067769312633,25-34,Sample post caption 125,6.0,1.0,no,INF_074,0.67,0.1462,9.52,0.1294,1.37,2.41,21.74,1.38,38.54,-2.28
POST_00126,2026-03-05,Instagram,Carousel,Brand Awareness Q1,23.0,39119.0,16882.0,918.0,2483.0,222.0,630.0,1728.0,76.0,7490.0,-41.0,62.003305860724225,18-24,Sample post caption 126,12.0,6.0,Yes,,0.47,0.0083,2.35,0.0675,43.16,4.42,19.15,0.19,-0.24,1293.47
POST_00127,2024-02-27,TikTok,Video,Flash Sale March,2.0,44447.0,117.0,1424.0,401.0,372.0,269.0,603.0,184.0,4577.0,19.0,44.663353310222256,55+,Sample post caption 127,1.0,3.0,False,,0.12,0.1064,3.2,0.0314,0.26,1.36,10.3,0.41,16.24,575.05
POST_00128,2024-08-22,YouTube,Image,Video Series 2025,23.0,19722.0,882489.0,2708.0,1726.0,35.0,80.0,1120.0,569.0,14936.0,186.0,173.2495972613257,45-54,Sample post caption 128,8.0,2.0,False,,0.47,0.0378,13.73,0.064,104.06,5.68,75.73,2.89,0.91,223.23
POST_00129,2026-04-21,Facebook,Video,Brand Refresh,12.0,38605.0,1912.0,360.0,2886.0,477.0,671.0,652.0,479.0,17765.0,67.0,497.36210634371395,18-24,Sample post caption 129,13.0,3.0,FALSE,,-0.37,0.0645,0.93,1.3816,4.95,1.69,46.02,1.24,3.5,-34.45
POST_00130,2024-02-02,Twitter,Story,Paid Ads Q2,10.0,9539.0,18236.0,-3477.0,1437.0,427.0,187.0,1792.0,162.0,361.0,166.0,316.9013607759735,45-54,Sample post caption 130,11.0,8.0,False,,-0.6,0.0406,36.45,0.0911,191.17,18.79,3.78,1.7,0.91,182.74
POST_00131,2026-04-04,Instagram,Carousel,Paid Ads Q2,7.0,28009.0,29595.0,245.0,589.0,323.0,699.0,1573.0,20.0,17443.0,140.0,13.219284553334376,18-24,Sample post caption 131,9.0,3.0,False,,0.68,0.0321,0.87,0.054,105.66,5.62,62.28,0.07,0.47,5849.64
POST_00132,2024-11-19,Instagram,Video,,18.0,35441.0,,1915.0,2649.0,449.0,500.0,758.0,576.0,5865.0,188.0,124.63221975906824,45-54,Sample post caption 132,11.0,4.0,False,,0.64,0.0661,5.4,0.0651,36.13,2.14,16.55,1.63,1.47,204.09
POST_00133,2025-02-14,Facebook,Image,Back to School,9.0,32993.0,11673.0,2281.0,1297.0,299.0,705.0,1279.0,577.0,24905.0,277.0,74.58269286459296,55+,Sample post caption 133,8.0,2.0,False,,0.47,0.0557,6.91,0.0327,35.38,3.88,75.49,1.75,2.37,757.44
POST_00134,2024-10-01,Instagram,Image,Holiday Campaign 2024,17.0,42289.0,7604.0,625.0,2807.0,332.0,486.0,441.0,297.0,22796.0,266.0,0.5021205435203902,35-44,Sample post caption 134,13.0,8.0,False,,-0.49,0.0639,1.48,0.0008,17.98,1.04,53.91,0.7,3.5,43813.76
POST_00135,2024-03-08,YouTube,Reel,Paid Ads Q2,17.0,11503.0,8369.0,859.0,2396.0,89.0,771.0,408.0,298.0,3141.0,155.0,257.4703855066785,18-24,  Sample post caption 135  ,11.0,6.0,True,INF_079,-0.31,0.1212,7.47,0.2997,72.75,3.55,27.31,2.59,1.85,-20.77
POST_00136,2024-08-04,Instagram,Video,Holiday Campaign 2024,6.0,34174.0,5945.0,3748.0,1545.0,28.0,487.0,809.0,281.0,22022.0,171.0,190.55383545796656,45-54,Sample post caption 136,1.0,9.0,True,,-0.24,0.1468,10.97,0.0508,17.4,2.37,64.44,0.82,2.88,112.28
POST_00137,2026-07-24,Twitter,Carousel,Brand Awareness Q1,15.0,34969.0,13070.0,2319.0,1807.0,175.0,477.0,84.0,471.0,20123.0,95.0,306.64012116946327,18-24,Sample post caption 137,8.0,8.0,True,,-0.63,0.0215,6.63,0.1322,37.38,0.24,57.55,1.35,0.73,-86.3
POST_00138,2025-08-03,  TikTok  ,Image,Product Launch Alpha,5.0,47549.0,28451.0,,2038.0,419.0,702.0,1440.0,409.0,13242.0,138.0,108.18211549532009,45-54,Sample post caption 138,8.0,4.0,False,,0.52,0.1116,6.74,0.0338,59.84,3.03,27.85,0.86,0.49,565.54
POST_00139,2026-06-16,Instagram,Carousel,Brand Refresh,15.0,33003.0,25893.0,,1430.0,219.0,288.0,952.0,391.0,16676.0,187.0,415.52654329209514,45-54,Sample post caption 139,9.0,8.0,False,,-0.63,0.0824,11.0,0.1145,78.46,2.88,50.53,1.18,0.72,14.55
POST_00140,2026-01-05,Pinterest,Reel,New Year Promo,15.0,27053.0,12252.0,1065.0,740.0,135.0,105.0,1572.0,164.0,6030.0,241.0,191.58157808953123,35-44,Sample post caption 140,5.0,1.0,False,,-0.56,0.056,3.94,0.1799,45.29,5.81,22.29,0.61,1.97,310.27
POST_00141,2024-11-18,Pinterest,Carousel,Product Launch Alpha,22.0,7411.0,25668.0,386.0,1780.0,388.0,640.0,1525.0,81.0,5405.0,172.0,241.45234835984908,45-54,Sample post caption 141,4.0,9.0,True,INF_036,-0.9,0.0991,5.21,0.6255,346.35,20.58,72.93,1.09,0.67,215.8
POST_00142,2024-08-05,Instagram,Image,Paid Ads Q2,23.0,32125.0,5565.0,1137.0,382.0,351.0,608.0,696.0,163.0,16743.0,195.0,366.2429694780794,18-24,Sample post caption 142,9.0,5.0,False,,0.33,0.1322,3.54,0.3221,17.32,2.17,52.12,0.51,3.5,-4.98
POST_00143,2025-11-02,Twitter,Carousel,Spring Collection,0.0,,20172.0,2481.0,2471.0,477.0,575.0,97.0,103.0,1609.0,196.0,83.08256142314102,55+,Sample post caption 143,1.0,4.0,False,,0.86,0.0962,11.98,0.0335,97.38,0.47,7.77,0.5,0.97,-41.62
POST_00144,2025-05-26,Instagram,Text,User Generated Content,23.0,33680.0,417.0,3140.0,1206.0,461.0,639.0,1853.0,129.0,10763.0,-13.0,131.17169047434058,25-34,Sample post caption 144,5.0,5.0,False,,-0.03,0.1055,9.32,0.0418,1.24,5.5,31.96,0.38,-3.12,606.33
POST_00145,2025-02-09,Instagram ,Video,Back to School,18.0,26420.0,22635.0,2843.0,1664.0,174.0,222.0,1922.0,595.0,1360.0,156.0,77.37599793153532,45-54,  Sample post caption 145  ,10.0,1.0,True,,0.8,0.0222,10.76,0.0272,85.67,7.27,5.15,2.25,0.69,1141.99
POST_00146,2026-06-24,Facebook,Story,Back to School,2.0,42998.0,15690.0,2084.0,1309.0,125.0,381.0,541.0,119.0,623.0,136.0,384.0408064461467,25-34,Sample post caption 146,8.0,2.0,False,,0.68,0.1069,4.85,0.1843,36.49,1.26,1.45,0.28,0.87,-29.56
POST_00147,2026-07-25,LinkedIn,Carousel,Retargeting Campaign,5.0,24052.0,27230.0,949.0,2468.0,170.0,103.0,1526.0,258.0,1565.0,41.0,48.7609072150913,55+,Sample post caption 147,2.0,2.0,False,,0.59,0.1479,3.95,0.0514,113.21,6.34,6.51,1.07,0.15,1464.78
POST_00054,2025-10-20,Twitter,Story,Holiday Campaign 2024,3.0,17354.0,15511.0,3967.0,358.0,393.0,663.0,1474.0,103.0,1920.0,-45.0,244.50148123074638,25-34,Sample post caption 148,2.0,9.0,False,,-0.66,0.1439,22.86,0.0616,89.38,8.49,11.06,0.59,-0.29,201.43
POST_00149,2025-04-14,Facebook,Carousel,Back to School,3.0,15327.0,14947.0,4206.0,18.0,265.0,113.0,190.0,363.0,17895.0,82.0,374.954818836215,45-54,Sample post caption 149,10.0,6.0,False,INF_049,-0.25,0.0614,27.44,0.0891,97.52,1.24,116.75,2.37,0.55,-74.66
POST_00150,2024-05-26,Instagram,Image,Product Launch Alpha,3.0,13860.0,19074.0,2534.0,317.0,133.0,507.0,1873.0,545.0,23930.0,41.0,253.88091813163626,18-24,Sample post caption 150,3.0,3.0,False,,0.33,0.1323,18.28,0.1002,137.62,13.51,172.66,3.93,0.21,268.87
POST_00151,2024-09-28,YouTube,Video,New Year Promo,9.0,8926.0,21341.0,4306.0,2583.0,271.0,54.0,1814.0,368.0,22871.0,-50.0,254.33844796684758,35-44,Sample post caption 151,14.0,4.0,False,,-0.31,0.0887,48.24,0.0591,239.09,20.32,256.23,4.12,-0.23,256.61
POST_00152,2024-05-22,Instagram,Image,New Year Promo,8.0,14039.0,108.0,3323.0,1042.0,443.0,120.0,967.0,325.0,16148.0,219.0,31.837373917781242,45-54,Sample post caption 152,9.0,1.0,False,,0.42,0.0177,23.67,0.0096,0.77,6.89,115.02,2.31,202.78,1418.66
POST_00153,2024-09-09,Facebook,Reel,Holiday Campaign 2024,7.0,33536.0,20690.0,839.0,1489.0,25.0,216.0,1224.0,184.0,21097.0,32.0,391.4306061782516,45-54,Sample post caption 153,10.0,7.0,False,,-0.43,0.1467,2.5,0.4665,61.69,3.65,62.91,0.55,0.15,56.35
POST_00154,2026-02-01,Twitter,Text,Brand Awareness Q1,18.0,17777.0,8344.0,3755.0,2595.0,276.0,634.0,1345.0,393.0,22303.0,236.0,302.0038447424682,35-44,Sample post caption 154,11.0,7.0,False,,-0.21,0.092,21.12,0.0804,46.94,7.57,125.46,2.21,2.83,122.68
POST_00155,2025-07-28,Pinterest,Carousel,Video Series 2025,16.0,8560.0,21375.0,4189.0,696.0,99.0,2.0,1724.0,-343.0,24313.0,128.0,333.75653069233005,35-44,Sample post caption 155,3.0,8.0,False,,0.46,0.0159,48.94,0.0797,249.71,20.14,284.03,4.01,0.6,158.27
POST_00156,2025-07-05,Instagram,Video,New Year Promo,16.0,8773.0,4557.0,3392.0,71.0,441.0,91.0,257.0,529.0,8766.0,284.0,-45.87123886183853,35-44,Sample post caption 156,14.0,1.0,False,,-0.76,0.0858,38.66,0.1129,51.94,2.93,99.92,6.03,6.23,-66.44
POST_00157,2024-09-26,LinkedIn,Image,Product Launch Alpha,0.0,27966.0,17219.0,4996.0,413.0,424.0,406.0,154.0,416.0,2001.0,96.0,280.30890093520327,35-44,Sample post caption 157,0.0,9.0,False,INF_041,0.57,0.1082,17.86,0.0561,61.57,0.55,7.16,1.49,0.56,-72.53
POST_00158,2026-02-03,tiktok,Text ,Brand Refresh,19.0,36258.0,28904.0,4243.0,2862.0,361.0,675.0,943.0,230.0,396.0,51.0,254.31149812914745,35-44,Sample post caption 158,1.0,2.0,False,,0.43,0.0356,11.7,0.0599,79.72,2.6,1.09,0.63,0.18,85.4
POST_00159,2025-08-21,Instagram,Video,Summer Sale 2024,13.0,9553.0,14802.0,211.0,921.0,29.0,440.0,1510.0,134.0,22059.0,237.0,331.5826203183421,45-54,Sample post caption 159,5.0,1.0,False,INF_100,-0.1,0.1024,2.21,1.5715,154.95,15.81,230.91,1.4,1.6,127.7
POST_00160,2025-03-14,TikTok,Image,Brand Awareness Q1,21.0,16004.0,15525.0,3539.0,2897.0,132.0,630.0,1854.0,44.0,10900.0,262.0,450.00408474465,25-34,Sample post caption 160,4.0,1.0,False,,-0.12,0.1449,22.11,0.1272,97.01,11.58,68.11,0.27,1.69,106.0
POST_00161,2026-07-08,Instagram,Carousel,User Generated Content,19.0,15496.0,12187.0,2057.0,742.0,393.0,431.0,227.0,491.0,4497.0,-20.0,319.2486148780147,18-24,Sample post caption 161,9.0,8.0,False,,0.81,0.0347,13.27,0.1552,78.65,1.46,29.02,3.17,-0.16,-64.45
POST_00162,2025-08-20,LinkedIn,Image,,10.0,28470.0,14384.0,,1493.0,495.0,60.0,516.0,594.0,1511.0,263.0,394.1608753775545,45-54,Sample post caption 162,3.0,3.0,True,,0.43,0.0736,15.14,0.0914,50.52,1.81,5.31,2.09,1.83,-34.54
POST_00163,2025-02-12,LinkedIn,Video,Influencer Collab,2.0,22033.0,18880.0,33.0,2489.0,350.0,725.0,640.0,421.0,10285.0,103.0,240.13587592902263,55+,Sample post caption 163,9.0,6.0,False,,0.24,0.0471,0.15,7.2768,85.69,2.9,46.68,1.91,0.55,33.26
POST_00164,2025-01-05,Twitter,Video,Organic Growth,23.0,30449.0,25582.0,1218.0,2580.0,138.0,472.0,1534.0,550.0,12441.0,-3.0,294.7859702490521,45-54,Sample post caption 164,8.0,6.0,False,,0.73,0.0582,4.0,0.242,84.02,5.04,40.86,1.81,-0.01,160.19
POST_00165,2024-08-12,Facebook,Image,Brand Refresh,7.0,4434.0,15164.0,192.0,2780.0,485.0,246.0,1941.0,144.0,2692.0,-10.0,90.07482201636574,45-54,Sample post caption 165,1.0,2.0,True,,-0.34,0.1256,4.33,0.4691,341.99,43.78,60.71,3.25,-0.07,977.44
POST_00166,2024-05-21,TikTok,Live,  Flash Sale March  ,21.0,31560.0,16085.0,1865.0,275.0,190.0,746.0,73.0,316.0,14622.0,102.0,244.25902296346595,25-34,Sample post caption 166,14.0,2.0,False,INF_032,-0.43,0.1235,5.91,0.131,50.97,0.23,46.33,1.0,0.63,-85.06
POST_00167,2025-06-05,Instagram,Image,Brand Refresh,9.0,27368.0,27328.0,2577.0,461.0,390.0,371.0,364.0,562.0,2032.0,131.0,74.4449584857741,35-44,Sample post caption 167,11.0,1.0,True,,-0.58,0.0013,9.42,0.0289,99.85,1.33,7.42,2.05,0.48,144.48
POST_00168,2025-05-20,Facebook,Image,Brand Refresh,16.0,22168.0,25062.0,4019.0,822.0,186.0,288.0,23.0,292.0,6988.0,181.0,233.51072308407439,55+,Sample post caption 168,7.0,9.0,True,,0.04,0.0183,18.13,0.0581,113.05,0.1,31.52,1.32,0.72,-95.08
POST_00169,2024-04-03,Facebook,Image,Retargeting Campaign,7.0,28347.0,18799.0,4257.0,1199.0,139.0,589.0,1850.0,578.0,22256.0,70.0,32.475841823596475,25-34,Sample post caption 169,14.0,1.0,False,,0.98,0.0524,15.02,0.0076,66.32,6.53,78.51,2.04,0.37,2748.27
POST_00170,2026-02-12,Twitter,Text,Back to School,21.0,23234.0,4751.0,2132.0,2618.0,319.0,23.0,462.0,535.0,9546.0,134.0,288.10368852391184,18-24,Sample post caption 170,11.0,6.0,False,,0.86,0.0455,9.18,0.1351,20.45,1.99,41.09,2.3,2.82,-19.82
POST_00171,2024-02-18,LinkedIn,Video,Retargeting Campaign,0.0,16385.0,7467.0,1896.0,863.0,378.0,405.0,480.0,465.0,21118.0,266.0,143.36772363995598,55+,Sample post caption 171,10.0,9.0,True,INF_029,-0.09,0.014,11.57,0.0756,45.57,2.93,128.89,2.84,3.56,67.4
POST_00172,2026-05-31,Facebook,Carousel,Back to School,19.0,35103.0,22000.0,2712.0,1976.0,236.0,307.0,1969.0,48.0,7639.0,69.0,420.82192189458215,55+,Sample post caption 172,3.0,6.0,False,,-0.78,0.1031,7.73,0.1552,62.67,5.61,21.76,0.14,0.31,133.95
POST_00173,2024-04-22,Twitter,Image,Retargeting Campaign,20.0,21467.0,25122.0,1746.0,1547.0,368.0,612.0,1814.0,458.0,15993.0,175.0,188.13186422174167,25-34,Sample post caption 173,8.0,6.0,True,,0.75,0.0964,8.13,0.1078,117.03,8.45,74.5,2.13,0.7,382.11
POST_00174,2024-06-05,Instagram,Image,Summer Sale 2024,6.0,24236.0,9608.0,2678.0,2547.0,296.0,371.0,1741.0,424.0,11927.0,61.0,458.88662550402427,55+,Sample post caption 174,3.0,4.0,False,,0.85,0.0372,11.05,0.1714,39.64,7.18,49.21,1.75,0.63,89.7
POST_00175,2025-10-04,LinkedIn,Video,Brand Awareness Q1,23.0,37887.0,11107.0,1818.0,797.0,443.0,762.0,1681.0,67.0,4252.0,144.0,236.44381904923168,45-54,Sample post caption 175,1.0,5.0,True,,-0.66,0.0543,4.8,0.1301,29.32,4.44,11.22,0.18,1.3,255.48
POST_00176,2024-06-12,Facebook,Story,Holiday Campaign 2024,8.0,24525.0,26477.0,4332.0,807.0,199.0,634.0,1112.0,508.0,11931.0,246.0,424.43650836177494,45-54,Sample post caption 176,13.0,1.0,True,,0.77,0.0732,17.66,0.098,107.96,4.53,48.65,2.07,0.93,31.0
POST_00177,2026-03-22,LinkedIn,Story,Product Launch Alpha,11.0,29565.0,9264.0,164.0,-1098.0,283.0,214.0,1557.0,209.0,4709.0,-25.0,148.63573262800722,35-44,Sample post caption 177,13.0,3.0,False,INF_031,-0.11,0.0068,0.55,0.9063,31.33,5.27,15.93,0.71,-0.27,423.76
